Type|Number of Grains|Severity|Pollen Count (Grains/m^3)|Date
Grasses|41|MODERATE (16 - 60 grains)|13.1|05/22/2018
Trees|44|LOW (0 - 45 grains)|14.1|05/22/2018
Weeds|15|LOW (0 - 30 grains)|4.8|05/22/2018
Grasses|42|MODERATE (16 - 60 grains)|13.5|05/23/2018
Trees|11|LOW (0 - 45 grains)|3.5|05/23/2018
Weeds|17|LOW (0 - 30 grains)|5.4|05/23/2018
Grasses|67|HIGH (61 - 600 grains)|21.5|05/24/2018
Trees|36|LOW (0 - 45 grains)|11.5|05/24/2018
Weeds|17|LOW (0 - 30 grains)|5.4|05/24/2018
Grasses|104|HIGH (61 - 600 grains)|33.3|05/25/2018
Trees|72|MODERATE (46 - 270 grains)|23.1|05/25/2018
Weeds|14|LOW (0 - 30 grains)|4.5|05/25/2018
Grasses|6|LOW (0 - 15 grains)|1.9|05/30/2018
Trees|4|LOW (0 - 45 grains)|1.3|05/30/2018
Weeds|2|LOW (0 - 30 grains)|0.6|05/30/2018
Grasses|8|LOW (0 - 15 grains)|2.6|05/31/2018
Trees|3|LOW (0 - 45 grains)|1.0|05/31/2018
Weeds|6|LOW (0 - 30 grains)|1.9|05/31/2018
Grasses|8|LOW (0 - 15 grains)|2.6|06/01/2018
Trees|10|LOW (0 - 45 grains)|3.2|06/01/2018
Weeds|13|LOW (0 - 30 grains)|4.2|06/01/2018
Grasses|95|HIGH (61 - 600 grains)|30.4|06/05/2018
Trees|32|LOW (0 - 45 grains)|10.3|06/05/2018
Weeds|50|MODERATE (31 - 120 grains)|16.0|06/05/2018
Grasses|54|MODERATE (16 - 60 grains)|17.3|06/06/2018
Trees|17|LOW (0 - 45 grains)|5.4|06/06/2018
Weeds|107|MODERATE (31 - 120 grains)|34.3|06/06/2018
Grasses|85|HIGH (61 - 600 grains)|27.2|06/07/2018
Trees|25|LOW (0 - 45 grains)|8.0|06/07/2018
Weeds|39|MODERATE (31 - 120 grains)|12.5|06/07/2018
Grasses|13|LOW (0 - 15 grains)|4.2|06/08/2018
Trees|13|LOW (0 - 45 grains)|4.2|06/08/2018
Weeds|23|LOW (0 - 30 grains)|7.4|06/08/2018
Grasses|26|MODERATE (16 - 60 grains)|8.3|06/11/2018
Trees|6|LOW (0 - 45 grains)|1.9|06/11/2018
Weeds|23|LOW (0 - 30 grains)|7.4|06/11/2018
Grasses|41|MODERATE (16 - 60 grains)|13.1|06/12/2018
Trees|6|LOW (0 - 45 grains)|1.9|06/12/2018
Weeds|16|LOW (0 - 30 grains)|5.1|06/12/2018
Grasses|8|LOW (0 - 15 grains)|2.6|06/13/2018
Trees|3|LOW (0 - 45 grains)|1.0|06/13/2018
Weeds|11|LOW (0 - 30 grains)|3.5|06/13/2018
Grasses|17|MODERATE (16 - 60 grains)|5.4|06/14/2018
Trees|2|LOW (0 - 45 grains)|0.6|06/14/2018
Weeds|25|LOW (0 - 30 grains)|8.0|06/14/2018
Grasses|18|MODERATE (16 - 60 grains)|5.8|06/15/2018
Trees|4|LOW (0 - 45 grains)|1.3|06/15/2018
Weeds|31|MODERATE (31 - 120 grains)|9.9|06/15/2018
Grasses|20|MODERATE (16 - 60 grains)|6.4|06/18/2018
Trees|5|LOW (0 - 45 grains)|1.6|06/18/2018
Weeds|21|LOW (0 - 30 grains)|6.7|06/18/2018
Grasses|22|MODERATE (16 - 60 grains)|7.1|06/19/2018
Trees|4|LOW (0 - 45 grains)|1.3|06/19/2018
Weeds|45|MODERATE (31 - 120 grains)|14.4|06/19/2018
Grasses|23|MODERATE (16 - 60 grains)|7.4|06/20/2018
Trees|4|LOW (0 - 45 grains)|1.3|06/20/2018
Weeds|18|LOW (0 - 30 grains)|5.8|06/20/2018
Grasses|6|LOW (0 - 15 grains)|1.9|06/21/2018
Trees|10|LOW (0 - 45 grains)|3.2|06/21/2018
Weeds|13|LOW (0 - 30 grains)|4.2|06/21/2018
Grasses|5|LOW (0 - 15 grains)|1.6|06/22/2018
Trees|2|LOW (0 - 45 grains)|0.6|06/22/2018
Weeds|25|LOW (0 - 30 grains)|8.0|06/22/2018
Grasses|21|MODERATE (16 - 60 grains)|6.7|06/25/2018
Trees|24|LOW (0 - 45 grains)|7.7|06/25/2018
Weeds|23|LOW (0 - 30 grains)|7.4|06/25/2018
Grasses|2|LOW (0 - 15 grains)|0.6|06/26/2018
Trees|5|LOW (0 - 45 grains)|1.6|06/26/2018
Weeds|6|LOW (0 - 30 grains)|1.9|06/26/2018
Grasses|6|LOW (0 - 15 grains)|1.9|06/27/2018
Trees|3|LOW (0 - 45 grains)|1.0|06/27/2018
Weeds|0|LOW (0 - 30 grains)|0.0|06/27/2018
Grasses|9|LOW (0 - 15 grains)|2.9|06/28/2018
Trees|1|LOW (0 - 45 grains)|0.3|06/28/2018
Weeds|11|LOW (0 - 30 grains)|3.5|06/28/2018
Grasses|13|LOW (0 - 15 grains)|4.2|06/29/2018
Trees|3|LOW (0 - 45 grains)|1.0|06/29/2018
Weeds|6|LOW (0 - 30 grains)|1.9|06/29/2018
Grasses|38|MODERATE (16 - 60 grains)|12.2|07/03/2018
Trees|11|LOW (0 - 45 grains)|3.5|07/03/2018
Weeds|16|LOW (0 - 30 grains)|5.1|07/03/2018
Grasses|24|MODERATE (16 - 60 grains)|7.7|07/05/2018
Trees|12|LOW (0 - 45 grains)|3.8|07/05/2018
Weeds|13|LOW (0 - 30 grains)|4.2|07/05/2018
Grasses|9|LOW (0 - 15 grains)|2.9|07/06/2018
Trees|5|LOW (0 - 45 grains)|1.6|07/06/2018
Weeds|1|LOW (0 - 30 grains)|0.3|07/06/2018
Grasses|37|MODERATE (16 - 60 grains)|11.9|07/09/2018
Trees|9|LOW (0 - 45 grains)|2.9|07/09/2018
Weeds|11|LOW (0 - 30 grains)|3.5|07/09/2018
Grasses|10|LOW (0 - 15 grains)|3.2|07/10/2018
Trees|1|LOW (0 - 45 grains)|0.3|07/10/2018
Weeds|3|LOW (0 - 30 grains)|1.0|07/10/2018
Grasses|23|MODERATE (16 - 60 grains)|7.4|07/11/2018
Trees|1|LOW (0 - 45 grains)|0.3|07/11/2018
Weeds|8|LOW (0 - 30 grains)|2.6|07/11/2018
Grasses|34|MODERATE (16 - 60 grains)|10.9|07/12/2018
Trees|7|LOW (0 - 45 grains)|2.2|07/12/2018
Weeds|5|LOW (0 - 30 grains)|1.6|07/12/2018
Grasses|32|MODERATE (16 - 60 grains)|10.3|07/13/2018
Trees|7|LOW (0 - 45 grains)|2.2|07/13/2018
Weeds|0|LOW (0 - 30 grains)|0.0|07/13/2018
Grasses|23|MODERATE (16 - 60 grains)|7.4|07/16/2018
Trees|60|MODERATE (46 - 270 grains)|19.2|07/16/2018
Weeds|6|LOW (0 - 30 grains)|1.9|07/16/2018
Grasses|18|MODERATE (16 - 60 grains)|5.8|07/17/2018
Trees|11|LOW (0 - 45 grains)|3.5|07/17/2018
Weeds|12|LOW (0 - 30 grains)|3.8|07/17/2018
Grasses|11|LOW (0 - 15 grains)|3.5|07/18/2018
Trees|2|LOW (0 - 45 grains)|0.6|07/18/2018
Weeds|0|LOW (0 - 30 grains)|0.0|07/18/2018
Grasses|15|LOW (0 - 15 grains)|4.8|07/19/2018
Trees|8|LOW (0 - 45 grains)|2.6|07/19/2018
Weeds|8|LOW (0 - 30 grains)|2.6|07/19/2018
Grasses|37|MODERATE (16 - 60 grains)|11.9|07/20/2018
Trees|4|LOW (0 - 45 grains)|1.3|07/20/2018
Weeds|2|LOW (0 - 30 grains)|0.6|07/20/2018
Grasses|42|MODERATE (16 - 60 grains)|13.5|07/23/2018
Trees|8|LOW (0 - 45 grains)|2.6|07/23/2018
Weeds|24|LOW (0 - 30 grains)|7.7|07/23/2018
Grasses|44|MODERATE (16 - 60 grains)|14.1|07/24/2018
Trees|8|LOW (0 - 45 grains)|2.6|07/24/2018
Weeds|6|LOW (0 - 30 grains)|1.9|07/24/2018
Grasses|9|LOW (0 - 15 grains)|2.9|07/25/2018
Trees|16|LOW (0 - 45 grains)|5.1|07/25/2018
Weeds|3|LOW (0 - 30 grains)|1.0|07/25/2018
Grasses|8|LOW (0 - 15 grains)|2.6|07/26/2018
Trees|3|LOW (0 - 45 grains)|1.0|07/26/2018
Weeds|3|LOW (0 - 30 grains)|1.0|07/26/2018
Grasses|10|LOW (0 - 15 grains)|3.2|07/27/2018
Trees|15|LOW (0 - 45 grains)|4.8|07/27/2018
Weeds|0|LOW (0 - 30 grains)|0.0|07/27/2018
Grasses|12|LOW (0 - 15 grains)|3.8|07/30/2018
Trees|2|LOW (0 - 45 grains)|0.6|07/30/2018
Weeds|7|LOW (0 - 30 grains)|2.2|07/30/2018
Grasses|18|MODERATE (16 - 60 grains)|5.8|07/31/2018
Trees|2|LOW (0 - 45 grains)|0.6|07/31/2018
Weeds|10|LOW (0 - 30 grains)|3.2|07/31/2018
Grasses|53|MODERATE (16 - 60 grains)|17.0|08/01/2018
Trees|18|LOW (0 - 45 grains)|5.8|08/01/2018
Weeds|7|LOW (0 - 30 grains)|2.2|08/01/2018
Grasses|81|HIGH (61 - 600 grains)|26.0|08/02/2018
Trees|3|LOW (0 - 45 grains)|1.0|08/02/2018
Weeds|22|LOW (0 - 30 grains)|7.1|08/02/2018
Grasses|39|MODERATE (16 - 60 grains)|12.5|08/03/2018
Trees|2|LOW (0 - 45 grains)|0.6|08/03/2018
Weeds|7|LOW (0 - 30 grains)|2.2|08/03/2018
Grasses|32|MODERATE (16 - 60 grains)|10.3|08/06/2018
Trees|4|LOW (0 - 45 grains)|1.3|08/06/2018
Weeds|19|LOW (0 - 30 grains)|6.1|08/06/2018
Grasses|43|MODERATE (16 - 60 grains)|13.8|08/07/2018
Trees|0|LOW (0 - 45 grains)|0.0|08/07/2018
Weeds|5|LOW (0 - 30 grains)|1.6|08/07/2018
Grasses|18|MODERATE (16 - 60 grains)|5.8|08/08/2018
Trees|5|LOW (0 - 45 grains)|1.6|08/08/2018
Weeds|21|LOW (0 - 30 grains)|6.7|08/08/2018
Grasses|19|MODERATE (16 - 60 grains)|6.1|08/09/2018
Trees|2|LOW (0 - 45 grains)|0.6|08/09/2018
Weeds|15|LOW (0 - 30 grains)|4.8|08/09/2018
Grasses|20|MODERATE (16 - 60 grains)|6.4|08/13/2018
Trees|3|LOW (0 - 45 grains)|1.0|08/13/2018
Weeds|9|LOW (0 - 30 grains)|2.9|08/13/2018
Grasses|18|MODERATE (16 - 60 grains)|5.8|08/14/2018
Trees|0|LOW (0 - 45 grains)|0.0|08/14/2018
Weeds|20|LOW (0 - 30 grains)|6.4|08/14/2018
Grasses|14|LOW (0 - 15 grains)|4.5|08/15/2018
Trees|5|LOW (0 - 45 grains)|1.6|08/15/2018
Weeds|12|LOW (0 - 30 grains)|3.8|08/15/2018
Grasses|13|LOW (0 - 15 grains)|4.2|08/16/2018
Trees|8|LOW (0 - 45 grains)|2.6|08/16/2018
Weeds|28|LOW (0 - 30 grains)|9.0|08/16/2018
Grasses|32|MODERATE (16 - 60 grains)|10.3|08/17/2018
Trees|13|LOW (0 - 45 grains)|4.2|08/17/2018
Weeds|5|LOW (0 - 30 grains)|1.6|08/17/2018
Grasses|10|LOW (0 - 15 grains)|3.2|08/19/2018
Trees|0|LOW (0 - 45 grains)|0.0|08/19/2018
Weeds|11|LOW (0 - 30 grains)|3.5|08/19/2018
Grasses|11|LOW (0 - 15 grains)|3.5|08/21/2018
Trees|2|LOW (0 - 45 grains)|0.6|08/21/2018
Weeds|7|LOW (0 - 30 grains)|2.2|08/21/2018
Grasses|24|MODERATE (16 - 60 grains)|7.7|08/22/2018
Trees|0|LOW (0 - 45 grains)|0.0|08/22/2018
Weeds|30|LOW (0 - 30 grains)|9.6|08/22/2018
Grasses|22|MODERATE (16 - 60 grains)|7.1|08/23/2018
Trees|0|LOW (0 - 45 grains)|0.0|08/23/2018
Weeds|89|MODERATE (31 - 120 grains)|28.5|08/23/2018
Grasses|17|MODERATE (16 - 60 grains)|5.4|08/24/2018
Trees|13|LOW (0 - 45 grains)|4.2|08/24/2018
Weeds|83|MODERATE (31 - 120 grains)|26.6|08/24/2018
Grasses|54|MODERATE (16 - 60 grains)|17.3|08/28/2018
Trees|2|LOW (0 - 45 grains)|0.6|08/28/2018
Weeds|113|MODERATE (31 - 120 grains)|36.2|08/28/2018
Grasses|30|MODERATE (16 - 60 grains)|9.6|08/29/2018
Trees|6|LOW (0 - 45 grains)|1.9|08/29/2018
Weeds|66|MODERATE (31 - 120 grains)|21.2|08/29/2018
Grasses|56|MODERATE (16 - 60 grains)|17.9|08/30/2018
Trees|192|MODERATE (46 - 270 grains)|61.5|08/30/2018
Weeds|215|HIGH (121 - 1200 grains)|68.9|08/30/2018
Grasses|155|HIGH (61 - 600 grains)|49.7|08/31/2018
Trees|162|MODERATE (46 - 270 grains)|51.9|08/31/2018
Weeds|58|MODERATE (31 - 120 grains)|18.6|08/31/2018
Grasses|17|MODERATE (16 - 60 grains)|5.4|09/04/2018
Trees|0|LOW (0 - 45 grains)|0.0|09/04/2018
Weeds|82|MODERATE (31 - 120 grains)|26.3|09/04/2018
Grasses|25|MODERATE (16 - 60 grains)|8.0|09/05/2018
Trees|0|LOW (0 - 45 grains)|0.0|09/05/2018
Weeds|57|MODERATE (31 - 120 grains)|18.3|09/05/2018
Grasses|27|MODERATE (16 - 60 grains)|8.7|09/06/2018
Trees|5|LOW (0 - 45 grains)|1.6|09/06/2018
Weeds|185|HIGH (121 - 1200 grains)|59.3|09/06/2018
Grasses|36|MODERATE (16 - 60 grains)|11.5|09/07/2018
Trees|0|LOW (0 - 45 grains)|0.0|09/07/2018
Weeds|74|MODERATE (31 - 120 grains)|23.7|09/07/2018
Grasses|52|MODERATE (16 - 60 grains)|16.7|09/11/2018
Trees|2|LOW (0 - 45 grains)|0.6|09/11/2018
Weeds|73|MODERATE (31 - 120 grains)|23.4|09/11/2018
Grasses|9|LOW (0 - 15 grains)|2.9|09/12/2018
Trees|4|LOW (0 - 45 grains)|1.3|09/12/2018
Weeds|12|LOW (0 - 30 grains)|3.8|09/12/2018
Grasses|17|MODERATE (16 - 60 grains)|5.4|09/13/2018
Trees|0|LOW (0 - 45 grains)|0.0|09/13/2018
Weeds|42|MODERATE (31 - 120 grains)|13.5|09/13/2018
Grasses|67|HIGH (61 - 600 grains)|21.5|09/18/2018
Trees|4|LOW (0 - 45 grains)|1.3|09/18/2018
Weeds|48|MODERATE (31 - 120 grains)|15.4|09/18/2018
Grasses|32|MODERATE (16 - 60 grains)|10.3|09/19/2018
Trees|8|LOW (0 - 45 grains)|2.6|09/19/2018
Weeds|83|MODERATE (31 - 120 grains)|26.6|09/19/2018
Grasses|17|MODERATE (16 - 60 grains)|5.4|09/20/2018
Trees|4|LOW (0 - 45 grains)|1.3|09/20/2018
Weeds|27|LOW (0 - 30 grains)|8.7|09/20/2018
Grasses|61|HIGH (61 - 600 grains)|19.6|09/21/2018
Trees|129|MODERATE (46 - 270 grains)|41.3|09/21/2018
Weeds|17|LOW (0 - 30 grains)|5.4|09/21/2018
Grasses|48|MODERATE (16 - 60 grains)|15.4|09/24/2018
Trees|17|LOW (0 - 45 grains)|5.4|09/24/2018
Weeds|13|LOW (0 - 30 grains)|4.2|09/24/2018
Grasses|11|LOW (0 - 15 grains)|3.5|09/25/2018
Trees|13|LOW (0 - 45 grains)|4.2|09/25/2018
Weeds|7|LOW (0 - 30 grains)|2.2|09/25/2018
Grasses|9|LOW (0 - 15 grains)|2.9|09/26/2018
Trees|10|LOW (0 - 45 grains)|3.2|09/26/2018
Weeds|19|LOW (0 - 30 grains)|6.1|09/26/2018
Grasses|17|MODERATE (16 - 60 grains)|5.4|09/27/2018
Trees|3|LOW (0 - 45 grains)|1.0|09/27/2018
Weeds|22|LOW (0 - 30 grains)|7.1|09/27/2018
Grasses|8|LOW (0 - 15 grains)|2.6|09/28/2018
Trees|4|LOW (0 - 45 grains)|1.3|09/28/2018
Weeds|7|LOW (0 - 30 grains)|2.2|09/28/2018
Grasses|26|MODERATE (16 - 60 grains)|8.3|10/01/2018
Trees|181|MODERATE (46 - 270 grains)|58.0|10/01/2018
Weeds|77|MODERATE (31 - 120 grains)|24.7|10/01/2018
Grasses|24|MODERATE (16 - 60 grains)|7.7|10/02/2018
Trees|72|MODERATE (46 - 270 grains)|23.1|10/02/2018
Weeds|25|LOW (0 - 30 grains)|8.0|10/02/2018
Grasses|27|MODERATE (16 - 60 grains)|8.7|10/03/2018
Trees|27|LOW (0 - 45 grains)|8.7|10/03/2018
Weeds|54|MODERATE (31 - 120 grains)|17.3|10/03/2018
Grasses|25|MODERATE (16 - 60 grains)|8.0|10/04/2018
Trees|8|LOW (0 - 45 grains)|2.6|10/04/2018
Weeds|57|MODERATE (31 - 120 grains)|18.3|10/04/2018
Grasses|37|MODERATE (16 - 60 grains)|11.9|10/05/2018
Trees|3|LOW (0 - 45 grains)|1.0|10/05/2018
Weeds|56|MODERATE (31 - 120 grains)|17.9|10/05/2018
Grasses|15|LOW (0 - 15 grains)|4.8|10/08/2018
Trees|2|LOW (0 - 45 grains)|0.6|10/08/2018
Weeds|56|MODERATE (31 - 120 grains)|17.9|10/08/2018
Grasses|19|MODERATE (16 - 60 grains)|6.1|10/10/2018
Trees|1|LOW (0 - 45 grains)|0.3|10/10/2018
Weeds|44|MODERATE (31 - 120 grains)|14.1|10/10/2018
Grasses|7|LOW (0 - 15 grains)|2.2|10/11/2018
Trees|5|LOW (0 - 45 grains)|1.6|10/11/2018
Weeds|94|MODERATE (31 - 120 grains)|30.1|10/11/2018
Grasses|5|LOW (0 - 15 grains)|1.6|10/12/2018
Trees|7|LOW (0 - 45 grains)|2.2|10/12/2018
Weeds|26|LOW (0 - 30 grains)|8.3|10/12/2018
Grasses|2|LOW (0 - 15 grains)|0.6|10/15/2018
Trees|1|LOW (0 - 45 grains)|0.3|10/15/2018
Weeds|17|LOW (0 - 30 grains)|5.4|10/15/2018
Grasses|7|LOW (0 - 15 grains)|2.2|10/16/2018
Trees|0|LOW (0 - 45 grains)|0.0|10/16/2018
Weeds|41|MODERATE (31 - 120 grains)|13.1|10/16/2018
Grasses|3|LOW (0 - 15 grains)|1.0|10/17/2018
Trees|2|LOW (0 - 45 grains)|0.6|10/17/2018
Weeds|10|LOW (0 - 30 grains)|3.2|10/17/2018
Grasses|6|LOW (0 - 15 grains)|1.9|10/18/2018
Trees|1|LOW (0 - 45 grains)|0.3|10/18/2018
Weeds|21|LOW (0 - 30 grains)|6.7|10/18/2018
Grasses|4|LOW (0 - 15 grains)|1.3|10/19/2018
Trees|2|LOW (0 - 45 grains)|0.6|10/19/2018
Weeds|9|LOW (0 - 30 grains)|2.9|10/19/2018
Grasses|2|LOW (0 - 15 grains)|0.6|10/22/2018
Trees|2|LOW (0 - 45 grains)|0.6|10/22/2018
Weeds|5|LOW (0 - 30 grains)|1.6|10/22/2018
Grasses|2|LOW (0 - 15 grains)|0.6|10/23/2018
Trees|0|LOW (0 - 45 grains)|0.0|10/23/2018
Weeds|5|LOW (0 - 30 grains)|1.6|10/23/2018
Grasses|1|LOW (0 - 15 grains)|0.3|10/24/2018
Trees|0|LOW (0 - 45 grains)|0.0|10/24/2018
Weeds|1|LOW (0 - 30 grains)|0.3|10/24/2018
Grasses|2|LOW (0 - 15 grains)|0.6|10/25/2018
Trees|1|LOW (0 - 45 grains)|0.3|10/25/2018
Weeds|2|LOW (0 - 30 grains)|0.6|10/25/2018
Grasses|1|LOW (0 - 15 grains)|0.3|10/26/2018
Trees|1|LOW (0 - 45 grains)|0.3|10/26/2018
Weeds|0|LOW (0 - 30 grains)|0.0|10/26/2018
Grasses|0|LOW (0 - 15 grains)|0.0|03/04/2019
Trees|32|LOW (0 - 45 grains)|10.3|03/04/2019
Weeds|0|LOW (0 - 30 grains)|0.0|03/04/2019
Grasses|0|LOW (0 - 15 grains)|0.0|03/05/2019
Trees|81|MODERATE (46 - 270 grains)|26.0|03/05/2019
Weeds|0|LOW (0 - 30 grains)|0.0|03/05/2019
Grasses|1|LOW (0 - 15 grains)|0.3|03/06/2019
Trees|80|MODERATE (46 - 270 grains)|25.6|03/06/2019
Weeds|0|LOW (0 - 30 grains)|0.0|03/06/2019
Grasses|3|LOW (0 - 15 grains)|1.0|03/07/2019
Trees|44|LOW (0 - 45 grains)|14.1|03/07/2019
Weeds|0|LOW (0 - 30 grains)|0.0|03/07/2019
Grasses|0|LOW (0 - 15 grains)|0.0|03/08/2019
Trees|24|LOW (0 - 45 grains)|7.7|03/08/2019
Weeds|0|LOW (0 - 30 grains)|0.0|03/08/2019
Grasses|5|LOW (0 - 15 grains)|1.6|03/11/2019
Trees|72|MODERATE (46 - 270 grains)|23.1|03/11/2019
Weeds|0|LOW (0 - 30 grains)|0.0|03/11/2019
Grasses|10|LOW (0 - 15 grains)|3.2|03/12/2019
Trees|728|HIGH (271 - 3000 grains)|233.3|03/12/2019
Weeds|0|LOW (0 - 30 grains)|0.0|03/12/2019
Grasses|13|LOW (0 - 15 grains)|4.2|03/13/2019
Trees|211|MODERATE (46 - 270 grains)|67.6|03/13/2019
Weeds|0|LOW (0 - 30 grains)|0.0|03/13/2019
Grasses|13|LOW (0 - 15 grains)|4.2|03/14/2019
Trees|211|MODERATE (46 - 270 grains)|67.6|03/14/2019
Weeds|0|LOW (0 - 30 grains)|0.0|03/14/2019
Grasses|1|LOW (0 - 15 grains)|0.3|03/18/2019
Trees|67|MODERATE (46 - 270 grains)|21.5|03/18/2019
Weeds|0|LOW (0 - 30 grains)|0.0|03/18/2019
Grasses|3|LOW (0 - 15 grains)|1.0|03/20/2019
Trees|54|MODERATE (46 - 270 grains)|17.3|03/20/2019
Weeds|0|LOW (0 - 30 grains)|0.0|03/20/2019
Grasses|0|LOW (0 - 15 grains)|0.0|03/22/2019
Trees|21|LOW (0 - 45 grains)|6.7|03/22/2019
Weeds|0|LOW (0 - 30 grains)|0.0|03/22/2019
Grasses|48|MODERATE (16 - 60 grains)|15.4|03/25/2019
Trees|1319|HIGH (271 - 3000 grains)|422.8|03/25/2019
Weeds|0|LOW (0 - 30 grains)|0.0|03/25/2019
Grasses|12|LOW (0 - 15 grains)|3.8|03/26/2019
Trees|605|HIGH (271 - 3000 grains)|193.9|03/26/2019
Weeds|4|LOW (0 - 30 grains)|1.3|03/26/2019
Grasses|2|LOW (0 - 15 grains)|0.6|03/27/2019
Trees|272|HIGH (271 - 3000 grains)|87.2|03/27/2019
Weeds|2|LOW (0 - 30 grains)|0.6|03/27/2019
Grasses|13|LOW (0 - 15 grains)|4.2|03/28/2019
Trees|120|MODERATE (46 - 270 grains)|38.5|03/28/2019
Weeds|1|LOW (0 - 30 grains)|0.3|03/28/2019
Grasses|12|LOW (0 - 15 grains)|3.8|03/29/2019
Trees|679|HIGH (271 - 3000 grains)|217.6|03/29/2019
Weeds|16|LOW (0 - 30 grains)|5.1|03/29/2019
Grasses|3|LOW (0 - 15 grains)|1.0|04/01/2019
Trees|1056|HIGH (271 - 3000 grains)|338.5|04/01/2019
Weeds|0|LOW (0 - 30 grains)|0.0|04/01/2019
Grasses|8|LOW (0 - 15 grains)|2.6|04/02/2019
Trees|428|HIGH (271 - 3000 grains)|137.2|04/02/2019
Weeds|5|LOW (0 - 30 grains)|1.6|04/02/2019
Grasses|0|LOW (0 - 15 grains)|0.0|04/03/2019
Trees|78|MODERATE (46 - 270 grains)|25.0|04/03/2019
Weeds|0|LOW (0 - 30 grains)|0.0|04/03/2019
Grasses|9|LOW (0 - 15 grains)|2.9|04/04/2019
Trees|1497|HIGH (271 - 3000 grains)|479.8|04/04/2019
Weeds|3|LOW (0 - 30 grains)|1.0|04/04/2019
Grasses|27|MODERATE (16 - 60 grains)|8.7|04/05/2019
Trees|3405|VERY HIGH (3001 - 999999 grains)|1091.3|04/05/2019
Weeds|6|LOW (0 - 30 grains)|1.9|04/05/2019
Grasses|6|LOW (0 - 15 grains)|1.9|04/08/2019
Trees|5526|VERY HIGH (3001 - 999999 grains)|1771.2|04/08/2019
Weeds|18|LOW (0 - 30 grains)|5.8|04/08/2019
Grasses|0|LOW (0 - 15 grains)|0.0|04/09/2019
Trees|8064|VERY HIGH (3001 - 999999 grains)|2584.6|04/09/2019
Weeds|12|LOW (0 - 30 grains)|3.8|04/09/2019
Grasses|6|LOW (0 - 15 grains)|1.9|04/10/2019
Trees|10197|VERY HIGH (3001 - 999999 grains)|3268.3|04/10/2019
Weeds|24|LOW (0 - 30 grains)|7.7|04/10/2019
Grasses|24|MODERATE (16 - 60 grains)|7.7|04/11/2019
Trees|7296|VERY HIGH (3001 - 999999 grains)|2338.5|04/11/2019
Weeds|0|LOW (0 - 30 grains)|0.0|04/11/2019
Grasses|144|HIGH (61 - 600 grains)|46.2|04/15/2019
Trees|2588|HIGH (271 - 3000 grains)|829.5|04/15/2019
Weeds|0|LOW (0 - 30 grains)|0.0|04/15/2019
Grasses|12|LOW (0 - 15 grains)|3.8|04/16/2019
Trees|1905|HIGH (271 - 3000 grains)|610.6|04/16/2019
Weeds|0|LOW (0 - 30 grains)|0.0|04/16/2019
Grasses|8|LOW (0 - 15 grains)|2.6|04/17/2019
Trees|491|HIGH (271 - 3000 grains)|157.4|04/17/2019
Weeds|84|MODERATE (31 - 120 grains)|26.9|04/17/2019
Grasses|0|LOW (0 - 15 grains)|0.0|04/22/2019
Trees|0|LOW (0 - 45 grains)|0.0|04/22/2019
Weeds|0|LOW (0 - 30 grains)|0.0|04/22/2019
Grasses|7|LOW (0 - 15 grains)|2.2|04/23/2019
Trees|465|HIGH (271 - 3000 grains)|149.0|04/23/2019
Weeds|13|LOW (0 - 30 grains)|4.2|04/23/2019
Grasses|41|MODERATE (16 - 60 grains)|13.1|04/24/2019
Trees|666|HIGH (271 - 3000 grains)|213.5|04/24/2019
Weeds|14|LOW (0 - 30 grains)|4.5|04/24/2019
Grasses|29|MODERATE (16 - 60 grains)|9.3|04/25/2019
Trees|1102|HIGH (271 - 3000 grains)|353.2|04/25/2019
Weeds|6|LOW (0 - 30 grains)|1.9|04/25/2019
Grasses|57|MODERATE (16 - 60 grains)|18.3|04/26/2019
Trees|735|HIGH (271 - 3000 grains)|235.6|04/26/2019
Weeds|57|MODERATE (31 - 120 grains)|18.3|04/26/2019
Grasses|47|MODERATE (16 - 60 grains)|15.1|04/29/2019
Trees|832|HIGH (271 - 3000 grains)|266.7|04/29/2019
Weeds|9|LOW (0 - 30 grains)|2.9|04/29/2019
Grasses|38|MODERATE (16 - 60 grains)|12.2|04/30/2019
Trees|367|HIGH (271 - 3000 grains)|117.6|04/30/2019
Weeds|26|LOW (0 - 30 grains)|8.3|04/30/2019
Grasses|58|MODERATE (16 - 60 grains)|18.6|05/01/2019
Trees|152|MODERATE (46 - 270 grains)|48.7|05/01/2019
Weeds|46|MODERATE (31 - 120 grains)|14.7|05/01/2019
Grasses|51|MODERATE (16 - 60 grains)|16.3|05/02/2019
Trees|190|MODERATE (46 - 270 grains)|60.9|05/02/2019
Weeds|63|MODERATE (31 - 120 grains)|20.2|05/02/2019
Grasses|51|MODERATE (16 - 60 grains)|16.3|05/03/2019
Trees|103|MODERATE (46 - 270 grains)|33.0|05/03/2019
Weeds|46|MODERATE (31 - 120 grains)|14.7|05/03/2019
Grasses|10|LOW (0 - 15 grains)|3.2|05/06/2019
Trees|6|LOW (0 - 45 grains)|1.9|05/06/2019
Weeds|5|LOW (0 - 30 grains)|1.6|05/06/2019
Grasses|81|HIGH (61 - 600 grains)|26.0|05/07/2019
Trees|96|MODERATE (46 - 270 grains)|30.8|05/07/2019
Weeds|12|LOW (0 - 30 grains)|3.8|05/07/2019
Grasses|71|HIGH (61 - 600 grains)|22.8|05/08/2019
