Total (Grains/m^3)|Comments|Date
5.8|Predominant Pollen - (Trees) Elm and Maple|03/07/2016
126.6|Predominant Pollen - (Trees) Juniper/Cedar/Cypress and Elm|03/08/2016
120.8|Predominant Pollen - (Trees) Juniper/Cedar/Cypress and Elm|03/09/2016
72.8|Predominant Pollen - (Trees) Juniper/Cedar/Cypress and Elm|03/10/2016
141.7|Predominant Pollen - (Trees) Cypress and Pine|03/11/2016
177.6|Predominant Pollen - (Trees) Oak and Pine|03/14/2016
177.2|Predominant Pollen - (Trees) Oak and Pine|03/15/2016
426.3|Predominant Pollen - (Trees) Oak and Pine|03/16/2016
462.5|Predominant Pollen - (Trees) Oak and Pine|03/17/2016
436.2|Predominant Pollen - (Trees) Oak and Pine|03/18/2016
20.8|Predominant Pollen - (Trees) Pine and Oak|03/21/2016
219.2|Predominant Pollen - (Trees) Oak and Sweet Gum|03/22/2016
1362.8|Predominant Pollen - (Trees) Pine and Oak|03/23/2016
26.9|Predominant Pollen - (Trees) Pine and Mulberry|03/28/2016
1918.6|Predominant Pollen - (Trees) Pine and Oak|03/29/2016
1517.0|Predominant Pollen - (Trees) Oak and Pine|03/30/2016
793.3|Predominant Pollen - (Trees) Oak and Maple|03/31/2016
824.0|Predominant Pollen (Trees) - Oak and Sweet Gum|04/01/2016
497.1|Predominant Pollen - (Trees) Oak and Mulberry|04/04/2016
953.2|Predominant Pollen - (Trees) Oak and Maple|04/05/2016
293.9|Predominant Pollen - (Trees) Pine, Oak, and Maple|04/06/2016
406.4|Predominant Pollen - (Trees) Oak, Maple, and Pine|04/07/2016
427.9|Predominant Pollen - (Trees) Oak, Maple, and Mulberry|04/08/2016
130.4|Predominant Pollen - (Trees) Oak, Maple, and Pine|04/11/2016
395.2|Predominant Pollen - (Trees) Top Five Trees: 1-Oak; 2-Maple; 3-Pine; 4-Ash; 5-Mulberry|04/12/2016
429.8|Predominant Pollen - (Trees) Top Five Trees: 1-Oak; 2-Maple; 3-Sycamore; 4-Pine; 5-Birch|04/13/2016
414.7|Predominant Pollen - (Trees) Top Five Trees: 1-Oak, 2-Pine, 3-Maple, 4-Sycamore, 5-Birch|04/14/2016
384.3|Predominant Pollen - (Trees) Top Five Trees: 1-Oak, 2-Maple, 3-Pine, 4-Ash, 5-Sycamore|04/15/2016
524.7|Predominant Pollen - (Trees) Top Five Trees: 1-Oak, 2-Pine, 3-Maple, 4-Ash, 5-Birch|04/18/2016
874.0|Predominant Pollen - (Trees) Top Five Trees: 1-Oak, 2-Mulberry, 3-Sycamore, 4-Maple, 5-Ash|04/19/2016
1049.7|Predominant Pollen - (Trees) Top Five Trees: 1-Oak, 2-Pine, 3-Sycamore, 4-Mulberry, 5-Ash|04/20/2016
695.5|Predominant Pollen - (Trees) Top Five Trees: 1-Oak, 2-Pine, 3-Sycamore, 4-Mulberry, 5-Ash|04/21/2016
256.1|Predominant Pollen - (Trees) Top Five Trees: 1-Oak, 2-Pine, 3-Mulberry, 4-Ash, 5-Sycamore|04/22/2016
172.4|Predominant Pollen - (Trees) Top Five Trees: 1-Oak, 2-Birch, 3-Pine, 4-Ash, 5-Maple|04/25/2016
179.2|Predominant Pollen - (Trees) Top Five Trees: 1-Oak, 2-Pine, 3-Sycamore, 4-Birch, 5-Mulberry|04/26/2016
86.2|Predominant Pollen - (Trees) Top Five Trees: 1-Sycamore, 2-Oak, 3-Birch, 4-Pine, 5-Hickory|04/27/2016
153.5|Predominant Pollen - (Trees) Top Five Trees: 1-Oak, 2-Birch, 3-Pine, 4-Mulberry, 5-Hickory|04/28/2016
18.6|Predominant Pollen - (Trees) Top Five Trees: 1-Oak, 2-Pine, 3-Hickory, 4-Sycamore, 5-Birch|04/29/2016
36.5|Predominant Pollen (Trees)|05/02/2016
20.8|Predominant Pollen - (Trees) Top Five Trees: 1-Birch, 2-Willow, 3-Pine, 4-Oak, 5-Maple|05/03/2016
46.5|Predominant Pollen - (Trees) Top Five Trees: 1-Oak, 2-Willow, 3-Maple, 4-Hickory, 5-Sycamore|05/04/2016
163.8|Predominant Pollen - (Trees) Top Five Trees: 1-Oak, 2-Walnut, 3-Birch, 4-Willow, 5-Hickory|05/05/2016
14.7|Predominant Pollen - (Trees) Top Five Trees: 1-Oak, 2-Pine, 3-Maple, 4-Ash, 5-Willow|05/06/2016
244.6|Predominant Pollen - (Grass)|05/09/2016
162.2|Predominant Pollen - (Grasses)|05/10/2016
153.8|Predominant Pollen - (Grasses)|05/11/2016
123.4|Predominant Pollen - (Grasses)|05/12/2016
88.1|Predominant Pollen - (Grasses)|05/13/2016
135.9|Predominant Pollen - (Grasses)|05/16/2016
61.2|Predominant Pollen - (Grasses)|05/17/2016
11.2|Predominant Pollen - (Grasses)|05/18/2016
15.7|Predominant Pollen - (Grasses)|05/19/2016
6.4|Predominant Pollen - (Grasses)|05/20/2016
35.6|Predominant Pollen - (Grasses)|05/23/2016
41.0|Predominant Pollen - (Grasses)|05/24/2016
116.7|Predominant Pollen - (Grasses)|05/25/2016
113.5|Predominant Pollen - (Grasses)|05/26/2016
61.2|Predominant Pollen - (Grasses) The next pollen report will be 5/31/16|05/27/2016
15.4|Predominant Pollen - (Grasses)|05/31/2016
26.3|Predominant Pollen - (Grasses)|06/01/2016
28.2|Predominant Pollen - (Grasses)|06/02/2016
19.9|Predominant Pollen - (Grasses)|06/03/2016
20.8|Predominant Pollen - (Grasses)|06/06/2016
9.3|Predominant Pollen - (Weeds) Plantain|06/07/2016
73.4|Predominant Pollen - (Grasses)|06/08/2016
50.0|Predominant Pollen - (Grasses)|06/09/2016
29.5|Predominant Pollen - (Grasses)|06/10/2016
41.7|Predominant Pollen - (Grasses)|06/13/2016
27.6|Predominant Pollen - (Grasses)|06/14/2016
26.0|Predominant Pollen - (Grasses)|06/15/2016
8.3|Predominant Pollen - (Grasses)|06/16/2016
17.6|Predominant Pollen - (Grasses)|06/17/2016
24.0|Predominant Pollen - (Trees) Juniper/Cedar/Cypress|06/20/2016
26.3|Predominant Pollen - (Grasses)|06/21/2016
24.7|Predominant Pollen - (Grasses)|06/22/2016
34.0|Predominant Pollen - (Grasses)|06/23/2016
11.5|Predominant Pollen - (Grasses)|06/24/2016
16.7|Predominant Pollen - (Trees) Juniper/Cedar/Cypress|06/27/2016
18.3|Predominant Pollen - (Grasses)|06/28/2016
2.6|Predominant Pollen - (Grasses)|06/29/2016
12.2|Predominant Pollen - (Weeds) Plantain|06/30/2016
10.6|Predominant Pollen - (Grasses)|07/01/2016
17.9|Predominant Pollen - (Grasses)|07/05/2016
9.0|Predominant Pollen - (Grasses)|07/06/2016
21.2|Predominant Pollen - (Grasses)|07/07/2016
21.2|Predominant Pollen - (Grasses)|07/08/2016
34.0|Predominant Pollen - (Grasses)|07/11/2016
24.0|Predominant Pollen - (Grasses)|07/12/2016
29.5|Predominant Pollen - (Grasses)|07/13/2016
23.7|Predominant Pollen - (Grasses)|07/14/2016
27.6|Predominant Pollen - (Grasses)|07/15/2016
17.9|Predominant Pollen - (Grasses)|07/18/2016
40.4|Predominant Pollen - (Grasses)|07/19/2016
36.9|Predominant Pollen - (Grasses)|07/20/2016
11.2|Predominant Pollen - (Grasses)|07/21/2016
26.9|Predominant Pollen - (Grasses)|07/22/2016
35.3|Predominant Pollen - (Grasses)|07/25/2016
25.0|Predominant Pollen - (Grasses)|07/26/2016
18.9|Predominant Pollen - (Grasses)|07/27/2016
9.6|Predominant Pollen - (Grasses)|07/28/2016
10.9|Predominant Pollen - Grasses|08/01/2016
10.3|Predominant Pollen - Grasses|08/02/2016
9.9|Predominant Pollen - Grasses|08/03/2016
15.7|Predominant Pollen - Grasses|08/04/2016
9.6|Predominant Pollen - Grasses|08/05/2016
50.6|Predominant Pollen - (Grasses)|08/08/2016
4.5|Predominant Pollen - (Grasses)|08/09/2016
4.2|Predominant Pollen - (Grasses)|08/10/2016
11.9|Predominant Pollen - (Grasses)|08/11/2016
9.6|Predominant Pollen - (Grasses)|08/12/2016
18.3|Predominant Pollen - (Grasses)|08/15/2016
32.4|Predominant Pollen - (Grasses)|08/16/2016
37.8|Predominant Pollen - (Grasses)|08/17/2016
33.0|Predominant Pollen - (Grasses)|08/18/2016
42.6|Predominant Pollen - (Weeds) Ragweed and Nettle|08/22/2016
38.5|Predominant Pollen - (Weeds) Ragweed and Nettle|08/23/2016
32.1|Predominant Pollen - (Weeds) Ragweed and Nettle|08/24/2016
16.7|Predominant Pollen - (Weeds) Ragweed and Pigweed|08/25/2016
28.5|Predominant Pollen - (Weeds) Ragweed and Pigweed|08/26/2016
13.8|Predominant Pollen - (Weeds) Pigweed and Ragweed|08/29/2016
34.3|Predominant Pollen - (Weeds) Ragweed and Pigweed|08/30/2016
23.1|Predominant Pollen - (Weeds) Ragweed and Pigweed|08/31/2016
45.2|Predominant Pollen - (Weeds) Ragweed and Nettle|09/01/2016
62.8|Predominant Pollen - (Weeds) Ragweed and Pigweed|09/02/2016
35.6|Predominant Pollen - (Weeds) Ragweed and Nettle|09/06/2016
80.4|Predominant Pollen - (Weeds) Ragweed and Pigweed|09/07/2016
220.2|Predominant Pollen - (Weeds) Ragweed and Pigweed|09/08/2016
299.7|Predominant Pollen - (Weeds) Ragweed and Nettle|09/09/2016
293.9|Predominant Pollen - (Weeds) Ragweed and Pigweed|09/12/2016
143.3|Predominant Pollen - (Weeds) Ragweed and Pigweed|09/13/2016
38.8|Predominant Pollen - (Weeds) Ragweed and Pigweed|09/14/2016
72.4|Predominant Pollen - (Weeds) Ragweed and Pigweed|09/15/2016
48.1|Predominant Pollen - (Weeds) Ragweed and Pigweed|09/16/2016
24.4|Predominant Pollen - (Weeds) Ragweed and Pigweed|09/19/2016
11.5|Predominant Pollen - (Weeds) Ragweed|09/20/2016
21.5|Predominant Pollen - (Weeds) Ragweed and Pigweed|09/21/2016
4.2|Predominant Pollen - (Grasses)|09/22/2016
26.9|Predominant Pollen - (Grasses)|09/23/2016
39.7|Predominant Pollen - (Weeds) Ragweed and Pigweed|09/26/2016
22.8|Predominant Pollen - (Weeds) Ragweed and Pigweed|09/27/2016
36.9|Predominant Pollen - (Weeds) Ragweed|09/28/2016
13.1|Predominant Pollen - (Weeds) Ragweed and Sagebrush|09/29/2016
16.7|Predominant Pollen - (Grasses)|09/30/2016
25.0|Predominant Pollen - (Weeds) Ragweed and Pigweed|10/03/2016
36.9|Predominant Pollen - (Grasses)|10/04/2016
55.4|Predominant Pollen - (Weeds) Ragweed and Pigweed|10/05/2016
48.7|Predominant Pollen - (Weeds) Ragweed and Pigweed|10/06/2016
15.1|Predominant Pollen - (Weeds) Ragweed|10/07/2016
59.3|Predominant Pollen - (Weeds) Ragweed and Nettle|10/10/2016
20.2|Predominant Pollen - (Weeds) Ragweed and Pigweed|10/11/2016
14.7|Predominant Pollen - (Weeds) Ragweed and Pigweed|10/12/2016
6.7|Predominant Pollen - (Weeds) Ragweed|10/13/2016
14.7|Predominant Pollen - (Grasses)|10/14/2016
7.1|Predominant Pollen - (Weeds) Ragweed|10/17/2016
43.9|Predominant Pollen - (Weeds) Ragweed and Pigweed|10/18/2016
45.8|Predominant Pollen - (Weeds) Ragweed and Pigweed|10/19/2016
30.8|Predominant Pollen - (Weeds) Ragweed|10/20/2016
19.9|Predominant Pollen - (Weeds) Ragweed|10/21/2016
25.0|Predominant Pollen - (Weeds) Ragweed and Wild Asters|10/23/2016
9.0|Predominant Pollen - (Weeds) Ragweed and Pigweed|10/25/2016
4.5|Predominant Pollen - (Weeds) Ragweed and Pigweed|10/26/2016
3.5|Predominant Pollen - (Weeds) Ragweed and Pigweed|10/27/2016
10.3|Predominant Pollen (Weeds) Ragweed and Pigweed|10/28/2016
6.1|Predominant Pollen - (Grasses)|10/31/2016
5.1|Predominant Pollen - (Grasses)|11/01/2016
7.1|Predominant Pollen - (Grasses)|11/02/2016
2.2|Predominant Pollen - (Grasses)|11/03/2016
3.5|Predominant Pollen - (Grasses)|11/04/2016
2.2|Predominant Pollen (Weeds) Pigweed|11/07/2016
1.0|Predominant Pollen - (Grasses)|11/08/2016
1.6|Predominant Pollen - (Weeds) Ragweed and Pigweed|11/09/2016
0.0|No pollen detected|11/10/2016
0.6|Predominant Pollen - (Weeds) Ragweed|11/14/2016
0.0|No pollen detected|11/15/2016
0.6|Predominant Pollen - (Weeds) Ragweed|11/16/2016
0.6|Final pollen report of the season|11/18/2016
1186.5|Predominant Pollen - (Trees) Juniper/Cedar/Cypress and Elm|02/13/2017
100.3|Predominant Pollen - (Trees) Elm and Juniper/Cedar/Cypress|02/14/2017
114.1|Predominant Pollen - (Trees) Elm and Cedar/Cypress/Juniper|02/15/2017
72.1|Predominant Pollen - (Trees) Elm and Cedars/Cypress|02/16/2017
22.1|Predominant Pollen - (Trees) Elm|02/17/2017
514.4|Predominant Pollen - (Trees) Poplar/Cottonwood and Elm|02/20/2017
114.7|Predominant Pollen - (Trees) Elm and Poplar/Cottonwood|02/22/2017
171.5|Predominant Pollen - (Trees) Elm and Juniper|02/23/2017
78.2|Predominant Pollen - (Trees) Elm and Poplar/Cottonwood|02/24/2017
40.1|Predominant Pollen-(Trees) Juniper and Pine|02/28/2017
737.5|Predominant Pollen-(Trees) Pine and Oak|03/01/2017
611.5|Predominant Pollen-(Trees) Pine and Maple|03/02/2017
38.8|Predominant Pollen-(Trees) Juniper and Elm|03/03/2017
36.2|Predominant Pollen-(Trees) Juniper and Pine|03/06/2017
139.1|Predominant Pollen-(Trees) Pine and Oak|03/07/2017
591.7|Predominant Pollen-(Trees) Pine and Oak|03/08/2017
125.6|Predominant Pollen-(Trees) Pine and Juniper|03/09/2017
660.6|Predominant Pollen-(Trees) Pine and Oak|03/10/2017
62.8|Trees Pine and Oak|03/13/2017
68.9|Pine and Birch|03/14/2017
136.9|Predominant Pollen-Trees (Pine and Oak)|03/15/2017
491.3|Predominant Pollen-(Trees) Pine and Juniper|03/16/2017
50.3|Predominant Pollen-Trees (Pine and Oak)|03/17/2017
154.5|Predominant Pollen-Trees (Pine and Birch)|03/20/2017
93.9|Predominant Pollen-(Trees) Pine and Oak|03/21/2017
164.4|Predominant Pollen-Trees (Pine and Birch)|03/22/2017
299.7|Predominant Pollen-Trees (Pine and Oak)|03/24/2017
213.5|Predominant Pollen-(Trees) Pine, Oak, Birch|03/27/2017
1043.9|Predominant Pollen-(Trees) Pine, Oak, Birch, Ash|03/28/2017
640.4|Predominant Pollen-(Trees) Pine,Oak,Maple|03/29/2017
1069.2|Pine,Oak,Birch,Ash,Maple|03/30/2017
599.7|Predominant Pollen-(Trees) Sweet Gum,Pine,Oak|03/31/2017
603.8|Predominant Pollen-(Trees) Oak,Sweet Gum,Ash|04/03/2017
857.7|Oak, Sweet Gum, Pine, Ash|04/04/2017
1380.8|Oak,Sweet Gum,Pine,Sycamore,Ash|04/05/2017
1987.5|Oak, Ash, Maple, Sycamore, Pine|04/06/2017
1115.4|Oak, Sweet Gum, Pine|04/07/2017
1135.6|Oak, Sycamore, Ash, Sweet Gum, Mullberry|04/10/2017
941.0|Oak, Sycamore, Ash, Sweet Gum, Pine|04/11/2017
1415.1|Oak, Sycamore, Ash, Pine, Willow|04/12/2017
1836.9|Oak, Sycamore, Ash, Pine, Sweet Gum|04/13/2017
1255.8|Oak, Pine, Ash, Sycamore, Mulberry|04/17/2017
594.2|Oak, Pine, Ash, Sycamore, Willow|04/18/2017
197.8|Oak, Pine, Birch, Willow, Mulberry|04/19/2017
56.1|Pine, Oak, Mulberry, Ash, Sycamore|04/20/2017
200.3|Oak, Mulberry, Hickory, Pine|04/21/2017
5.8|Oak, Pine, Ash, Hickory|04/24/2017
57.7|Most to least prevalent: Grasses, Birch, Ash, Oak|04/27/2017
59.6|High to low: Grasses, oak, walnut, birch|04/28/2017
92.6|Hickory/Pecan, Pine, Willow, Walnut|05/01/2017
182.1|Hickory/Pecan, Grasses, Wild Grape, Pine, Oak|05/02/2017
301.6|Grass, Wild Grape, Oak, Hickory/Pecan|05/03/2017
293.9|Grasses, Hickory/Pecan, Walnut|05/04/2017
104.2|Grasses, Hickory/Pecan, Pine, Wild Grape|05/05/2017
200.0|Grasses, Hickory/Pecan, Oak, Pine, Ash|05/08/2017
146.8|Grasses, Oak, Hickory/Pecan, Birch, Pine|05/09/2017
15.1|Grasses, Hickory/Pecan, Pine|05/10/2017
98.7|Grasses, Hickory/Pecan, Oak, Pine, Walnut|05/11/2017
128.2|Grasses, Pine, Wild Grape, Oak, Birch|05/12/2017
211.2|Grasses, Mulberry, Pine, Hickory/Pecan, Oak|05/15/2017
303.8|Grasses, Pine, Hickory/Pecan, Mulberry|05/16/2017
92.3|Grasses, Pine, Hickory/Pecan, Mulberry|05/17/2017
113.5|Grasses, Hickory/Pecan, Pine, Willow|05/18/2017
66.7|Grasses, Wild Grape, Pine, Plantain|05/19/2017
14.7|Grasses, Pine, Hickory/Pecan, Plantain|05/22/2017
15.4|Grasses, Plantain, Oak, Hickory/Pecan|05/23/2017
0.6|Grass and Pine|05/24/2017
25.6|Juniper/Cedar/Cypress and Grasses|05/25/2017
85.9|Trees: Pine; Grasses; Weeds: Plantain|05/26/2017
54.5|Grasses; Weeds: Plantain; Trees: Pine|05/30/2017
26.9|Weeds: Plantain; Grasses|05/31/2017
57.4|Grasses, Trees: Pine, Weeds: Plantain|06/01/2017
73.4|Grasses, Weeds: Asters/Daisies, Trees: Pine|06/02/2017
37.8|Juniper/Cedar/Cypress; Grasses; Wild Grape|06/05/2017
10.6|Grasses, Trees: Pine, Weeds: Wild Grape|06/06/2017
40.7|Grasses; Trees: Pine; Weeds: Wild Grape|06/07/2017
29.8|Grasses, Trees: Junipers, Weeds: Pigweed|06/08/2017
25.0|Grasses; Trees: Juniper; Weeds: Plantain|06/09/2017
26.9|Weeds: Plantain, Grasses, Trees: Junipers|06/12/2017
34.6|Weeds: Plantain, Grasses, Trees: Junipers|06/13/2017
43.3|Weeds: Plantain, Grasses, Trees: Pine|06/14/2017
32.7|Weeds: Plantain, Grasses, Trees: Junipers|06/15/2017
17.6|Trees: Juniper; Grasses; Weeds: Plantain|06/16/2017
36.2|Trees: Cedar; Grasses|06/19/2017
34.3|Trees: Cedars, Weeds: Dock, Grasses|06/20/2017
13.1|Trees: Cedar; Weeds; Plantain; Grasses|06/21/2017
15.4|Grasses, Weeds: Plantain, Trees: Cedars|06/22/2017
13.8|Grasses, Weeds: Plantain, Trees: Cedars|06/23/2017
23.1|Grasses, Weeds: Plantain, Trees: Cedars|06/26/2017
27.2|Weeds: Plantain, Grasses, Trees: Cedars|06/27/2017
19.9|Grasses, Weeds: Plantain, Trees: Cedars|06/28/2017
25.3|Trees: Cedars, Grasses, Weeds: Pigweed|06/29/2017
16.0|Grasses, Weeds: Plantain, Trees: Cedars|07/03/2017
4.5|Weeds: Plantain, Grasses, Trees: Cedars|07/05/2017
301.3|Grasses, Weeds: Plantain, Trees: Cedars|07/06/2017
62.5|Grasses, Weeds: Plantain, Trees: Cedars|07/07/2017
17.0|Grasses, Weeds: Plantain, Trees: Elm|07/10/2017
27.9|Grasses, Weeds: Plantain, Trees: Elm|07/11/2017
37.5|Trees: Cedars, Grasses, Weeds: Plantain|07/12/2017
63.1|Grasses, Trees: Cedars, Weeds: Plantain|07/13/2017
26.9|Grasses, Weeds: Plantain, Trees: Cedars|07/14/2017
15.7|Grasses, Trees: Cedars, Weeds: Plantain|07/17/2017
15.4|Grasses, Weeds: Plantain, Trees: Cedars|07/18/2017
14.4|Grasses, Trees: Cedars, Weeds: Plantain|07/19/2017
16.3|Grasses, Weeds: Plantain, Trees: Cedars|07/20/2017
14.7|Grasses, Trees: Cedars, Weeds: Plantain|07/24/2017
13.1|Grasses, Weeds: Plantain, Trees: Mulberry|07/25/2017
15.7|Grasses, Trees: Mulberry, Weeds: Nettle|07/26/2017
14.1|Grasses, Trees: Mulberry, Weeds: Nettle|07/27/2017
14.4|Grasses, Trees: Mulberry, Weeds: Pigweed|07/28/2017
8.0|Weeds: Pigweed, Trees: Mulberry, Grasses|07/31/2017
11.2|Weeds: Pigweed, Grasses, Trees: Mulberry|08/01/2017
8.7|Weeds: Nettle, Trees: Mulberry, Grasses|08/02/2017
9.6|Grasses, Weeds: Pigweed, Trees: Mulberry|08/03/2017
14.4|Grasses, Trees: Cedars, Weeds: Nettle|08/04/2017
17.0|Grasses, Trees: Mulberry, Weeds: Pigweed|08/07/2017
10.3|Grasses, Weeds: Ragweed, Trees: Mulberry|08/08/2017
2.9|Grasses, Weeds: Pigweed, Trees: Mulberry|08/09/2017
12.2|Grasses, Trees: Mulberry, Weeds: Pigweed|08/10/2017
17.6|Grasses, Weeds: Pigweed, Trees: Mulberry|08/11/2017
4.8|Trees: Mulberry, Grasses, Weeds: Pigweed|08/14/2017
8.7|Trees: Mulberry, Weeds: Nettle, Grasses|08/15/2017
16.7|Trees: Mulberry, Weeds: Nettle, Grasses|08/16/2017
21.5|Trees: Mulberry, Weeds: Ragweed, Grasses|08/17/2017
17.3|Trees: Mulberry, Grasses, Weeds: Ragweed|08/18/2017
30.4|Trees: Mulberry, Weeds: Ragweed, Grasses|08/21/2017
53.5|Weeds: Ragweed, Grasses, Trees: Mulberry|08/23/2017
25.3|Weeds: Ragweed, Grasses, Trees: Mulberry|08/24/2017
23.7|Weeds: Ragweed, Trees: Mulberry, Grasses|08/25/2017
13.1|Weeds: Ragweed, Grasses|08/28/2017
8.0|Weeds: Ragweed, Grasses, Trees: Cedars|08/29/2017
8.0|Weeds: Ragweed, Grasses|08/30/2017
41.3|Weeds: Ragweed, Grasses, Trees: Mulberry|08/31/2017
20.2|Weeds: Ragweed, Grasses|09/01/2017
286.5|Trees: Elm, Weeds: Ragweed, Grasses|09/05/2017
154.8|Weeds: Ragweed, Trees: Elm, Grasses|09/06/2017
218.3|Weeds: Ragweed, Trees: Elm, Grasses|09/07/2017
129.2|Weeds: Ragweed, Trees: Elm, Grasses|09/08/2017
36.9|Trees: Elm, Weeds: Ragweed, Grasses|09/11/2017
39.4|Weeds: Ragweed, Trees: Elm, Grasses|09/12/2017
9.3|Weeds: Ragweed, Trees: Elm|09/13/2017
257.7|Weeds: Ragweed, Grasses, Trees: Elm|09/14/2017
122.4|Weeds: Ragweed, Trees: Elm, Grasses|09/15/2017
34.6|Weeds: Ragweed, Grasses, Trees: Elm|09/18/2017
22.1|Elm and Ragweed|09/19/2017
31.1|Weeds: Ragweed, Grasses|09/20/2017
121.5|Weeds: Ragweed, Grasses, Trees: Elm|09/21/2017
22.1|Weeds: Ragweed, Grasses, Trees: Cedar|09/22/2017
31.4|Weeds: Ragweed, Grasses, Trees|09/25/2017
45.5|Weeds: Ragweed, Grasses|09/26/2017
22.8|Weeds: Ragweed, Grasses, Trees|09/27/2017
38.8|Weeds: Ragweed, Grasses|09/29/2017
51.6|Weeds: Ragweed, Grasses|10/02/2017
42.3|Weeds: Ragweed, Grasses, Trees: Pine|10/03/2017
63.8|Weeds: Ragweed, Grasses, Trees: Pine|10/04/2017
25.6|Weeds: Ragweed, Grasses, Tress: Pine|10/05/2017
58.3|Weeds: Ragweed, Grasses, Trees: Pine|10/06/2017
9.6|Weeds: Ragweed, Grasses|10/09/2017
53.5|Weeds: Ragweed, Grasses|10/10/2017
26.9|Weeds: Ragweed, Grasses|10/11/2017
14.4|Weeds: Ragweed, Grasses|10/12/2017
27.6|Weeds: Pigweed/Lamb's Quarter, Grasses, Trees|10/13/2017
9.0|Weeds: Ragweed, Grasses, Trees: Cedar|10/16/2017
2.9|Weeds: Pigweed, Grasses, Trees: Pine|10/17/2017
9.9|Weeds: Ragweed, Grasses, Trees: Cedar|10/19/2017
2.6|Weeds: Ragweed, Grasses, Trees: Pine|10/20/2017
1.9|Weeds: Ragweed, Trees: Cedar|10/23/2017
1.3|Weeds: Ragweed, Grasses|10/25/2017
3.8|Weeds: Ragweed & Sagebrush, Grasses|10/26/2017
4.5|Weeds: Ragweed, Trees: Cedar & Pine, Grasses|10/27/2017
5.4|Ragweed|10/30/2017
1.0|Final pollen report of 2017 season|10/31/2017
29.2|Trees: Maple, Elm, Juniper/Cedar/Cypress|02/26/2018
11.2|Trees: Juniper/Cedar/Cypress, Pine, Alder|02/27/2018
19.6|Trees: Juniper/Cedar/Cypress, Pine, Maple|02/28/2018
4.8|Trees: Juniper/Cedar/Cypress, Pine, Willow|03/01/2018
39.1|Trees: Maple, Juniper/Cedar/Cypress, Elm|03/02/2018
7.4|Trees: Elm, Maple, Juniper/Cedar/Cypress|03/05/2018
7.1|Trees: Juniper/Cedar/Cypress, Maple, Pine|03/06/2018
24.7|Trees: Pine, Maple, Oak, Elm|03/07/2018
12.8|Trees: Juniper/Cedar/Cypress, Elm, Maple|03/08/2018
9.6|Trees: Elm, Maple, Juniper/Cedar/Cypress|03/09/2018
16.0|Trees: Pine, Willow, Maple, Elm|03/12/2018
2.9|Trees: Pine, Elm, Maple, Sweet Gum|03/13/2018
4.2|Trees: Elm and Pine|03/14/2018
8.3|Trees: Pine, Alder, Maple|03/15/2018
47.4|Trees:Juniper/Cedar/Cypress, Pine, Elm|03/16/2018
74.7|(Trees) Pine, Oak, Birch, Hazelnut, Junipers|03/20/2018
9.3|(Trees) Pine, Junipers, Oak, Ash, Birch|03/21/2018
38.1|Trees-Pine, Ash, Birch, Junipers, Sweet Gum|03/22/2018
26.3|Trees: Pine, Juniper/Cedar/Cypress, Elm|03/23/2018
27.2|Trees: Pine, Junipers, Elm, Maple|03/26/2018
16.7|Trees: Pine, Elm, Oak|03/27/2018
39.4|(Trees) Pine, Oak, Ash, Junipers, Poplar|03/28/2018
997.8|(Trees) Pine, Elm, Oak, Birch, Ash|03/29/2018
548.1|Trees: Pine, Oak, Birch, Sweet Gum, Mulberry|04/02/2018
995.2|Trees: Pine, Oak, Birch, Sweet Gum, Maple|04/03/2018
1337.5|Trees: Pine, Maple, Birch, Oak, Sweet Gum|04/04/2018
1263.5|Trees: Pine, Sweet Gum, Birch, Maple|04/05/2018
330.8|Trees: Pine, Maple, Birch, Sweet Gum, Oak|04/06/2018
922.1|Trees: Pine, Birch, Sweet Gum, Maple|04/09/2018
372.1|Trees: Pine, Maple, Sweet Gum, Oak, Birch|04/10/2018
631.7|(Trees) Pine, Oak, Ash, Sweet Gum, Birch|04/11/2018
336.5|Trees: Oak, Pine, Sweet Gum, Birch, Maple|04/12/2018
2199.0|(Trees) Oak, Pine, Ash, Sweet Gum, Willow|04/13/2018
901.0|Oak, Sweet Gum, Pine, Willow, Mulberry|04/16/2018
977.9|Trees: Oak, Pine, Sweet Gum, Mulberry, Willow|04/17/2018
1407.7|(Trees) Oak, Mulberry, Pine, Sweet Gum|04/19/2018
1067.3|Trees: Oak, Pine, Sycamore, Mulberry|04/20/2018
1042.3|Trees: Oak, Mulberry, Pine|04/23/2018
819.2|Trees: Oak, Pine, Willow, Maple|04/24/2018
31.1|Trees: Oak, Mulberry, Pine, Hickory/Pecan|04/25/2018
1526.0|(Trees) Oak, Pine, Mulberry, Maple, Ash|04/27/2018
382.7|Trees: Oak, Willow, Pine, Maple, Birch|04/30/2018
195.5|(Trees) Oak, Pine, Sycamore, Ash, Hickory|05/01/2018
151.3|Trees: Oak, Pine, Mulberry, Hickory/Pecan|05/02/2018
251.0|Trees: Oak, Pine, Mulberry, Hickory/Pecan|05/03/2018
195.5|Trees: Oak; Grasses; Trees: Pine, Pecan|05/04/2018
152.9|(Trees) Oak, Hickory, Pine, Walnut, Willow|05/07/2018
113.8|Trees: Oak; Grasses; Trees: Pine, Hickory|05/08/2018
101.0|Trees: Oak, Pine; Grasses|05/09/2018
136.5|Trees: Oak; Grasses; Trees: Pine, Hickory|05/11/2018
288.8|Trees: Oak; Grasses; Weeds: Grape|05/14/2018
